STATE,REGION,COUNTY,FIPSCODE,CCBP_RATE_SOGS_PER_1000,ACS_PER_CAPITA_INCOME,ACS_PCT_PERSON_INC99
South Dakota,Midwest,Hand County,46059,0.3008583947,29147.75,9.176
South Dakota,Midwest,Hanson County,46061,0.294274771,23618,13.15575
South Dakota,Midwest,Harding County,46063,0.7955866699,24319.33333,15.92
South Dakota,Midwest,Hughes County,46065,0.1708908557,30072.5,10.18775
South Dakota,Midwest,Hutchinson County,46067,0.6548732192,27169.25,13.3835
South Dakota,Midwest,Hyde County,46069,0.72868163,26946.75,9.88775
South Dakota,Midwest,Jackson County,46071,0.6887973898,19117.25,29.90225
South Dakota,Midwest,Jerauld County,46073,0.61248194,31586.5,10.41725
South Dakota,Midwest,Jones County,46075,1.332492657,25303.25,11.25325
South Dakota,Midwest,Kingsbury County,46077,0.7470014729,29212,9.487
South Dakota,Midwest,Lake County,46079,0.08177500592,28599,14.9405
South Dakota,Midwest,Lawrence County,46081,0.2003864561,27425.75,13.6025
South Dakota,Midwest,Lincoln County,46083,0.1242667532,35479.5,4.2845
South Dakota,Midwest,Lyman County,46085,1.161671677,20779,19.50375
South Dakota,Midwest,Mccook County,46087,0.7229441045,28211.25,8.685
South Dakota,Midwest,Mcpherson County,46089,0.8284296327,23169,20.52625
South Dakota,Midwest,Marshall County,46091,0.6257948718,25816.75,14.8805
South Dakota,Midwest,Meade County,46093,0.1868675593,26374,10.15275
South Dakota,Midwest,Mellette County,46095,0.7300370431,14674.75,41.46125
South Dakota,Midwest,Miner County,46097,0.8863327972,30187.75,10.21575
South Dakota,Midwest,Minnehaha County,46099,0.1439120372,27311.75,11.4955
South Dakota,Midwest,Moody County,46101,0.1547596504,27229.75,13.8195
South Dakota,Midwest,Pennington County,46103,0.1673900432,27292,13.17175
South Dakota,Midwest,Perkins County,46105,0.6669391467,26739.75,13.78275
South Dakota,Midwest,Potter County,46107,1.082935741,28138.75,11.919
South Dakota,Midwest,Roberts County,46109,0.342003309,23195,20.42075
South Dakota,Midwest,Sanborn County,46111,0.4265580814,28710.5,10.8985
South Dakota,Midwest,Spink County,46115,0.2659192381,28262.75,12.167
South Dakota,Midwest,Stanley County,46117,0.4477656079,30572.66667,9.485
South Dakota,Midwest,Sully County,46119,0.7079009041,36011.25,4.84925
South Dakota,Midwest,Todd County,46121,0.2984003819,11278.25,46.22725
South Dakota,Midwest,Tripp County,46123,0.5467496809,24602,22.016
South Dakota,Midwest,Turner County,46125,0.4255148101,26508,9.72725
South Dakota,Midwest,Union County,46127,0.2006451917,36447,5.14925
South Dakota,Midwest,Walworth County,46129,0.5489230435,26940.5,11.27975
South Dakota,Midwest,Yankton County,46135,0.04412675788,27302.5,13.956
Tennessee,South,Anderson County,47001,0.1658896219,25394,17.607
Tennessee,South,Bedford County,47003,0.1558125406,20374.25,18.6315
Tennessee,South,Benton County,47005,0.3084830288,19353.25,22.34775
Tennessee,South,Bledsoe County,47007,0.08727062121,17350.25,22.354
Tennessee,South,Blount County,47009,0.1205897304,25245.75,13.952
Tennessee,South,Bradley County,47011,0.1527524525,22844.5,19.3965
Tennessee,South,Campbell County,47013,0.21286376,18029.75,22.99625
Tennessee,South,Carroll County,47017,0.2126004073,19182,20.03325
Tennessee,South,Carter County,47019,0.1636236097,19421.75,23.466
Tennessee,South,Cheatham County,47021,0.1453512237,23847.5,13.93375
Tennessee,South,Chester County,47023,0.2919384724,19325.75,19.89625
Tennessee,South,Claiborne County,47025,0.1503256503,18734.25,22.77125
Tennessee,South,Clay County,47027,0.4571276619,16755,22.6775
Tennessee,South,Cocke County,47029,0.156016981,18309.75,26.541
Tennessee,South,Coffee County,47031,0.1948393213,21641,19.1605
Tennessee,South,Crockett County,47033,0.3084511809,19413.5,18.71325
Tennessee,South,Cumberland County,47035,0.1593418618,21797.75,16.59725
Tennessee,South,Davidson County,47037,0.1948805039,29405.5,18.2925
Tennessee,South,Decatur County,47039,0.342501184,23705,21.7215
Tennessee,South,Dekalb County,47041,0.2074942196,23725.75,20.44875
Tennessee,South,Dickson County,47043,0.1669875281,22383.25,15.52925
Tennessee,South,Dyer County,47045,0.1918183044,22778.25,17.56925
Tennessee,South,Fayette County,47047,0.1019709013,28899,14.35075
Tennessee,South,Fentress County,47049,0.2229751514,16690.75,24.938
Tennessee,South,Franklin County,47051,0.15728376,23045.75,16.08125
Tennessee,South,Gibson County,47053,0.3039271891,20560.75,18.85875
Tennessee,South,Giles County,47055,0.2246894573,20608,17.62925
Tennessee,South,Grainger County,47057,0.1965516659,18808,20.621
Tennessee,South,Greene County,47059,0.2008086062,20430.5,20.82325
Tennessee,South,Grundy County,47061,0.374616297,15938,28.85075
Tennessee,South,Hamblen County,47063,0.2054372736,20706,20.9205
Tennessee,South,Hamilton County,47065,0.1714115194,27666.75,15.8415
Tennessee,South,Hancock County,47067,0.1515165604,15327.5,28.3965
Tennessee,South,Hardeman County,47069,0.2698233769,15444.5,24.73775
Tennessee,South,Hardin County,47071,0.2712210714,21186,22.573
Tennessee,South,Hawkins County,47073,0.1459431077,20913.25,17.895
Tennessee,South,Haywood County,47075,0.152066799,19173.75,22.13725
Tennessee,South,Henderson County,47077,0.1427721202,20011,20.416
Tennessee,South,Henry County,47079,0.1319237851,22369.25,19.222
Tennessee,South,Hickman County,47081,0.08187786376,18224.25,20.019
Tennessee,South,Houston County,47083,0.244502323,18564.75,22.32425
Tennessee,South,Humphreys County,47085,0.219494945,22404,16.17925
Tennessee,South,Jackson County,47087,0.1947431312,18075.5,24.51825
Tennessee,South,Jefferson County,47089,0.07594178953,21819.75,16.65425
Tennessee,South,Johnson County,47091,0.2375043792,17123.25,25.5645
Tennessee,South,Knox County,47093,0.1623240801,28427,15.5195
Tennessee,South,Lake County,47095,0.2620941964,12514.25,29.41375
Tennessee,South,Lauderdale County,47097,0.1676913949,15864.75,25.9045
Tennessee,South,Lawrence County,47099,0.1882724845,19362.5,19.335
Tennessee,South,Lewis County,47101,0.2728858215,18456.5,19.9155
Tennessee,South,Lincoln County,47103,0.134239338,21923.25,16.95975
Tennessee,South,Loudon County,47105,0.1772170539,27840.5,14.9295
Tennessee,South,Mcminn County,47107,0.1140967872,20261.5,19.0495
Tennessee,South,Mcnairy County,47109,0.173404464,17995,22.24875
Tennessee,South,Macon County,47111,0.1955323463,17928.5,19.964
Tennessee,South,Madison County,47113,0.1479907896,23468,19.79175
Tennessee,South,Marion County,47115,0.1321519225,21591.5,19.224
Tennessee,South,Marshall County,47117,0.1429654382,21837.25,15.7445
Tennessee,South,Maury County,47119,0.1735331892,23791.5,15.38325
Tennessee,South,Meigs County,47121,0.3393334746,19264,20.55675
Tennessee,South,Monroe County,47123,0.2305806179,19678.5,19.289
Tennessee,South,Montgomery County,47125,0.10107084,22886.75,15.902
Tennessee,South,Morgan County,47129,0.196245099,17650.25,22.2695
Tennessee,South,Obion County,47131,0.0976022317,21577,19.669
Tennessee,South,Overton County,47133,0.2728778296,19024.25,21.571
Tennessee,South,Perry County,47135,0.2862542817,17690.5,24.83
Tennessee,South,Pickett County,47137,0.3438420248,20930.5,17.14
Tennessee,South,Polk County,47139,0.1944378459,21317.75,18.19425
Tennessee,South,Putnam County,47141,0.2164991631,21594.25,25.242
Tennessee,South,Rhea County,47143,0.2153749268,19882.75,23.2425
Tennessee,South,Roane County,47145,0.1180570728,23660.75,16.68975
Tennessee,South,Robertson County,47147,0.1169278161,24433,11.971
Tennessee,South,Rutherford County,47149,0.1133250177,25542.5,12.8295
Tennessee,South,Scott County,47151,0.1480420022,18630.25,27.75325
Tennessee,South,Sevier County,47155,0.2474423025,22405.75,15.102
Tennessee,South,Shelby County,47157,0.1789799204,26177.5,21.213
Tennessee,South,Smith County,47159,0.103839739,22117.25,16.93875
Tennessee,South,Stewart County,47161,0.1323791057,21606.5,19.4505
Tennessee,South,Sullivan County,47163,0.1248046841,24289.75,17.6435
Tennessee,South,Sumner County,47165,0.1165342996,28596,9.898
Tennessee,South,Tipton County,47167,0.1423262912,23700,13.503
Tennessee,South,Trousdale County,47169,0.3582993285,21261.25,15.008
Tennessee,South,Unicoi County,47171,0.1255511113,20614.75,21.4885
Tennessee,South,Union County,47173,0.0523351991,18290.75,22.834
Tennessee,South,Warren County,47177,0.1557620629,20215.5,21.21075
Tennessee,South,Washington County,47179,0.1486121659,26069,17.86425
Tennessee,South,Wayne County,47181,0.2972084807,16896.5,20.56825
Tennessee,South,Weakley County,47183,0.1622142716,19651,20.16525
Tennessee,South,White County,47185,0.1899790366,17992.5,19.91775
Tennessee,South,Williamson County,47187,0.141682198,43783,5.3825
Tennessee,South,Wilson County,47189,0.1476918858,28763.75,9.95625
Texas,South,Anderson County,48001,0.07356899726,18270.25,18.497
Texas,South,Andrews County,48003,0.05712415364,28863.75,11.741
Texas,South,Angelina County,48005,0.1112920027,21419.25,19.58325
Texas,South,Aransas County,48007,0.1219739907,27689.25,19.16175
Texas,South,Archer County,48009,0.1136732191,28629,10.06375
Texas,South,Armstrong County,48011,0.9177693981,27808.25,9.48275
Texas,South,Atascosa County,48013,0.1304576917,22014.75,15.935
Texas,South,Austin County,48015,0.1713399359,27345.75,11.57575
Texas,South,Bailey County,48017,0.2806688533,17868.75,18.007
Texas,South,Bandera County,48019,0.118869254,26868.5,14.973
Texas,South,Bastrop County,48021,0.1392709367,24250.25,15.0955
Texas,South,Baylor County,48023,0.2779878748,30499,14.206
Texas,South,Bee County,48025,0.038135106,17017.5,21.79925
Texas,South,Bell County,48027,0.09068822199,23485,15.0585
Texas,South,Bexar County,48029,0.09162046563,24707.5,17.51625
Texas,South,Blanco County,48031,0.2742958875,28756,9.5145
Texas,South,Bosque County,48035,0.1960575103,24438.75,14.59575
Texas,South,Bowie County,48037,0.1742110848,23069.5,19.4095
Texas,South,Brazoria County,48039,0.08415994491,30257.25,11.0145
Texas,South,Brazos County,48041,0.08714271001,22692,28.504
Texas,South,Brewster County,48043,0.5436326903,27078,12.51575
Texas,South,Briscoe County,48045,0.6548363944,22030.75,18.03
Texas,South,Brooks County,48047,0.1385687492,14190.5,37.15125
Texas,South,Brown County,48049,0.158848542,21443.75,18.414
Texas,South,Burleson County,48051,0.2140371736,23869.75,15.2265
Texas,South,Burnet County,48053,0.06209975965,26191.75,15.8375
Texas,South,Caldwell County,48055,0.06872960914,20548.25,18.692
Texas,South,Calhoun County,48057,0.103064976,24269,18.6885
Texas,South,Callahan County,48059,0.1655073623,22451.75,17.6505
Texas,South,Cameron County,48061,0.09002736984,15042.5,34.1175
Texas,South,Camp County,48063,0.1583264986,19455.25,20.57775
Texas,South,Carson County,48065,0.27589911,28056.66667,6.825
Texas,South,Cass County,48067,0.1160822957,20809.25,20.2075
Texas,South,Castro County,48069,0.2532529996,21051,19.20175
Texas,South,Chambers County,48071,0.1359343167,30135.75,10.7135
Texas,South,Cherokee County,48073,0.08755199281,19443.75,22.91175
Texas,South,Childress County,48075,0.1397526941,19959,19.658
Texas,South,Clay County,48077,0.09652521341,26157.75,12.839
Texas,South,Cochran County,48079,0.5919919398,18766.25,17.668
Texas,South,Coke County,48081,0.9306272703,28064.5,12.9355
Texas,South,Coleman County,48083,0.356428126,21390.5,22.35525
Texas,South,Collin County,48085,0.1120474754,38807.5,7.58
Texas,South,Collingsworth County,48087,0.3297322279,21456.5,21.16925
Texas,South,Colorado County,48089,0.239693189,25049.75,15.76625
Texas,South,Comal County,48091,0.05953724987,33177.5,9.72225
Texas,South,Comanche County,48093,0.07412514805,19954.25,24.1745
Texas,South,Concho County,48095,0.2435711781,18224.5,12.85425
Texas,South,Cooke County,48097,0.1220526897,26449,14.554
Texas,South,Coryell County,48099,0.042750327,19770.5,13.49775
Texas,South,Cottle County,48101,0.7003662834,20056.25,20.9135
Texas,South,Crane County,48103,0.206402468,23952.5,12.26125
Texas,South,Crockett County,48105,0.400376836,24817.5,18.413
Texas,South,Crosby County,48107,0.5089730993,19260.5,23.27675
Texas,South,Culberson County,48109,0.4359317195,16173.5,27.1385
Texas,South,Dallas County,48113,0.1564025173,27542,19.07075
Texas,South,Dawson County,48115,0.1519774254,19621,18.4275
Texas,South,Deaf Smith County,48117,0.1053066006,18514,19.024
Texas,South,Denton County,48121,0.08724696206,34883.75,8.7895
Texas,South,Dewitt County,48123,0.1095023898,26403,14.6075
Texas,South,Dickens County,48125,0.4491336465,21029,18.40125
Texas,South,Dimmit County,48127,0.2990317063,19760,22.416
Texas,South,Donley County,48129,0.2895183999,21456.5,16.08575
Texas,South,Duval County,48131,0.2616995994,20530,22.94875
Texas,South,Eastland County,48133,0.219396009,21752,18.86125
Texas,South,Ector County,48135,0.1094263942,25850.75,13.97475
Texas,South,Edwards County,48137,0.5248680629,26412,13.231
Texas,South,Ellis County,48139,0.0961384055,26314,11.7565
Texas,South,El Paso County,48141,0.1395784896,18777.25,22.99425
Texas,South,Erath County,48143,0.08609034292,21915,23.79075
Texas,South,Falls County,48145,0.1885541799,16807.75,22.28325
Texas,South,Fannin County,48147,0.1338312327,20773.75,17.152
Texas,South,Fayette County,48149,0.1911515147,28139.5,11.55475
Texas,South,Fisher County,48151,0.5813478237,25398.75,17.10775
Texas,South,Floyd County,48153,0.3352264746,22339.5,21.90525
Texas,South,Fort Bend County,48157,0.1298322477,35551,8.38725
Texas,South,Franklin County,48159,0.09421214612,27037.5,15.35175
Texas,South,Freestone County,48161,0.1016667838,23335.25,16.039
Texas,South,Frio County,48163,0.1049320143,16539.75,22.2995
Texas,South,Gaines County,48165,0.1524480118,22210.75,13.4805
Texas,South,Galveston County,48167,0.1543556191,31574.25,13.59025
Texas,South,Garza County,48169,0.1575615195,17683,12.85675
Texas,South,Gillespie County,48171,0.1264295034,30668,11.7945
Texas,South,Goliad County,48175,0.1334104695,30170.25,16.57425
Texas,South,Gonzales County,48177,0.1470020959,21224.5,20.30825
Texas,South,Gray County,48179,0.1081001097,21996.75,14.326
Texas,South,Grayson County,48181,0.1203419056,24797.75,15.8185
Texas,South,Gregg County,48183,0.1235891053,24237.75,18.327
Texas,South,Grimes County,48185,0.1197867964,20807.25,19.492
Texas,South,Guadalupe County,48187,0.05730100419,27029.5,9.939
Texas,South,Hale County,48189,0.1157586587,18215.75,22.54475
Texas,South,Hall County,48191,0.321424655,18287.25,25.87425
Texas,South,Hamilton County,48193,0.3055030374,24375.5,13.468
Texas,South,Hansford County,48195,0.3128277088,23518,18.2535
Texas,South,Hardeman County,48197,0.3122159032,20017.25,20.1425
Texas,South,Hardin County,48199,0.116645647,26512.5,11.74
Texas,South,Harris County,48201,0.171089599,28812.5,18.07225
Texas,South,Harrison County,48203,0.1353107241,23659.5,16.79075
Texas,South,Hartley County,48205,0.170360076,22877.75,7.8195
Texas,South,Haskell County,48207,0.3436124073,22214,20.3
Texas,South,Hays County,48209,0.05407514852,27436.75,16.85275
Texas,South,Hemphill County,48211,0.2396343846,29552.25,12.24775
Texas,South,Henderson County,48213,0.1324106237,22517.5,19.0545
Texas,South,Hidalgo County,48215,0.08457322619,14669,34.096
Texas,South,Hill County,48217,0.1290823146,21414.5,19.0905
Texas,South,Hockley County,48219,0.08581895163,22485.25,15.28225
Texas,South,Hood County,48221,0.1189937713,30422.75,11.915
Texas,South,Hopkins County,48223,0.06289892799,22199,19.80825
Texas,South,Houston County,48225,0.131490278,18028.5,22.91775
Texas,South,Howard County,48227,0.05477631988,21537,15.394
Texas,South,Hudspeth County,48229,0.4303553453,14642,41.37575
Texas,South,Hunt County,48231,0.08086782176,22226,19.31475
Texas,South,Hutchinson County,48233,0.1835866305,24401.5,16.17925
Texas,South,Irion County,48235,0.6282210138,29249.5,9.164
Texas,South,Jack County,48237,0.1874808447,24042.66667,17.353
Texas,South,Jackson County,48239,0.1694876526,24516.75,12.89925
Texas,South,Jasper County,48241,0.1199542435,20365,17.25375
Texas,South,Jeff Davis County,48243,0.901135569,27261.5,7.0875
Texas,South,Jefferson County,48245,0.1691500522,23922.75,20.5445
Texas,South,Jim Hogg County,48247,0.5675532754,18179.25,17.07675
Texas,South,Jim Wells County,48249,0.2109231723,21195.75,21.29825
Texas,South,Johnson County,48251,0.0946681958,25158.5,12.1725
Texas,South,Jones County,48253,0.1753863877,15605.25,17.96825
Texas,South,Karnes County,48255,0.2311972847,23509.75,23.95275
Texas,South,Kaufman County,48257,0.09770616546,25075.5,13.71425
Texas,South,Kendall County,48259,0.08315789855,36211.5,8.133
Texas,South,Kent County,48263,1.642507409,26364.25,10.08625
Texas,South,Kerr County,48265,0.1088537873,26229.25,15.93775
Texas,South,Kimble County,48267,0.3376751046,27191,19.9275
Texas,South,Kinney County,48271,0.2775900361,16876.5,22.319
Texas,South,Kleberg County,48273,0.1107184896,19142.5,24.9695
Texas,South,Knox County,48275,0.531713669,19665.75,17.565
Texas,South,Lamar County,48277,0.09120888605,21943.25,19.11775
Texas,South,Lamb County,48279,0.4478386345,20023.75,22.391
Texas,South,Lampasas County,48281,0.04930460871,23927.75,14.94175
Texas,South,La Salle County,48283,0.3979485393,19139.25,16.73875
Texas,South,Lavaca County,48285,0.1894073318,26318.5,9.582
Texas,South,Lee County,48287,0.2991722143,25070.5,14.19
Texas,South,Leon County,48289,0.3106912915,26230.5,15.28325
Texas,South,Liberty County,48291,0.1393781828,20842.25,17.926
Texas,South,Limestone County,48293,0.2023806237,20209.5,22.31325
Texas,South,Lipscomb County,48295,0.5675839853,29488.25,10.244
Texas,South,Live Oak County,48297,0.1664430766,21412.75,15.9375
Texas,South,Llano County,48299,0.1503513302,34723.5,14.43525
Texas,South,Lubbock County,48303,0.07599168582,24469,19.86575
Texas,South,Lynn County,48305,0.173562139,23011.5,19.33875
Texas,South,Mcculloch County,48307,0.1220537789,21643.5,18.15725
Texas,South,Mclennan County,48309,0.1084444642,22152.75,21.243
Texas,South,Madison County,48313,0.1434327481,15986.25,21.3495
Texas,South,Marion County,48315,0.147274188,22059.5,22.81225
Texas,South,Martin County,48317,0.181985919,25241.75,13.48025
Texas,South,Mason County,48319,0.2434332719,26608.75,13.502
Texas,South,Matagorda County,48321,0.1226261921,22523.25,21.49625
Texas,South,Maverick County,48323,0.1613427489,14879.75,27.9255
Texas,South,Medina County,48325,0.1192676516,23455.5,15.55875
Texas,South,Menard County,48327,0.4711785421,20913.75,17.024
Texas,South,Midland County,48329,0.07265017213,35240.75,9.27375
Texas,South,Milam County,48331,0.1848885882,21743.75,17.88775
Texas,South,Mills County,48333,0.2049500105,23042.25,13.6005
Texas,South,Mitchell County,48335,0.1425777216,17841,11.08325
Texas,South,Montague County,48337,0.1808572355,25514.25,15.3615
Texas,South,Montgomery County,48339,0.1011669793,34123.25,11.93775
Texas,South,Moore County,48341,0.2170886148,19714.5,18.022
Texas,South,Morris County,48343,0.2199009596,20671.25,18.85125
Texas,South,Motley County,48345,0.8591373493,20748.25,18.101
Texas,South,Nacogdoches County,48347,0.1377313262,20779.25,24.7145
Texas,South,Navarro County,48349,0.1246544619,20715.5,20.902
Texas,South,Newton County,48351,0.1753412081,20165.25,15.03975
Texas,South,Nolan County,48353,0.182252883,20445.75,18.95325
Texas,South,Nueces County,48355,0.08378720145,24887,17.77525
Texas,South,Ochiltree County,48357,0.1888599705,24590.75,14.723
Texas,South,Oldham County,48359,0.4822271705,23248,14.31425
Texas,South,Orange County,48361,0.1344815885,25443.5,14.9685
Texas,South,Palo Pinto County,48363,0.1965012917,23765.5,18.49725
Texas,South,Panola County,48365,0.1268197717,25722.25,14.03675
Texas,South,Parker County,48367,0.07259907329,31455.75,10.32875
Texas,South,Parmer County,48369,0.3038728987,20377.25,18.229
Texas,South,Pecos County,48371,0.2210496556,19932.25,13.3815
Texas,South,Polk County,48373,0.1077902814,20536,18.44875
Texas,South,Potter County,48375,0.1296186443,20273.75,22.36
Texas,South,Presidio County,48377,0.1389605384,16296,23.111
Texas,South,Rains County,48379,0.179851035,22974.75,11.61875
Texas,South,Randall County,48381,0.0654370069,30340.75,10.518
Texas,South,Reagan County,48383,0.2676284378,25359.75,15.05175
Texas,South,Real County,48385,0.2994179033,19605.25,18.61075
Texas,South,Red River County,48387,0.2221352469,19605.5,17.26075
Texas,South,Reeves County,48389,0.08349549511,17479.25,17.99975
Texas,South,Refugio County,48391,0.2736140252,24235.5,16.5295
Texas,South,Roberts County,48393,1.095008346,33734.5,2.102
Texas,South,Robertson County,48395,0.2408870059,21921.5,18.03
Texas,South,Rockwall County,48397,0.07039338151,35715.25,6.13925
Texas,South,Runnels County,48399,0.2916074728,21243.75,20.94
Texas,South,Rusk County,48401,0.1176932872,22175,17.18225
Texas,South,Sabine County,48403,0.2879575523,19254.75,25.4635
Texas,South,San Augustine County,48405,0.3553314528,18834,25.39325
Texas,South,San Jacinto County,48407,0.1655824132,23424,19.41675
Texas,South,San Patricio County,48409,0.1310324775,23833.25,15.68925
Texas,South,San Saba County,48411,0.507161777,19232.5,15.80725
Texas,South,Schleicher County,48413,0.3173860365,24867,19.46575
Texas,South,Scurry County,48415,0.1293996899,23792.25,11.6065
Texas,South,Shackelford County,48417,0.2993912041,24763.5,17.695
Texas,South,Shelby County,48419,0.1948632,20799,22.47425
Texas,South,Sherman County,48421,0.4076185224,22990.75,13.92925
Texas,South,Smith County,48423,0.0938679148,25203.25,17.0005
Texas,South,Somervell County,48425,0.2908640886,27083.75,13.14925
Texas,South,Starr County,48427,0.1227874671,12166.25,38.0945
Texas,South,Stephens County,48429,0.1067381457,21557,20.19975
Texas,South,Sterling County,48431,0.7642379608,21602.25,16.759
Texas,South,Stonewall County,48433,0.7136907924,23664.75,18.38475
Texas,South,Sutton County,48435,0.3167436662,26558.5,7.7885
Texas,South,Swisher County,48437,0.1325707738,18265.5,22.79525
Texas,South,Tarrant County,48439,0.1212745481,28914,14.9645
Texas,South,Taylor County,48441,0.09795299191,23709.25,17.604
Texas,South,Terry County,48445,0.07837493829,21763.25,13.897
Texas,South,Throckmorton County,48447,0.6336706785,26544.25,12.499
Texas,South,Titus County,48449,0.1536364038,19512.25,21.59225
Texas,South,Tom Green County,48451,0.1071759741,24920.25,15.24125
Texas,South,Travis County,48453,0.1292671991,34741.5,16.64
Texas,South,Trinity County,48455,0.1383550416,19507.75,16.07375
Texas,South,Tyler County,48457,0.1165431515,20312.25,16.434
Texas,South,Upshur County,48459,0.1054414994,22826.75,14.20425
Texas,South,Upton County,48461,0.3502932081,23335.25,18.93
Texas,South,Uvalde County,48463,0.037052366,17890.5,22.71425
Texas,South,Val Verde County,48465,0.06641876805,18761.25,21.49125
Texas,South,Van Zandt County,48467,0.0986365535,23070.75,16.5605
Texas,South,Victoria County,48469,0.06834963095,25853,16.39725
Texas,South,Walker County,48471,0.1275349883,16363.75,25.29825
Texas,South,Waller County,48473,0.09495774472,22811,19.252
Texas,South,Ward County,48475,0.1524287167,24122.5,18.38375
Texas,South,Washington County,48477,0.09415773427,24457.5,14.26875
Texas,South,Webb County,48479,0.1080604158,15048,31.801
Texas,South,Wharton County,48481,0.1694866564,21479.5,18.097
Texas,South,Wheeler County,48483,0.3979745254,27708.25,15.263
Texas,South,Wichita County,48485,0.132712584,23002.75,17.10025
Texas,South,Wilbarger County,48487,0.153483765,20783.25,18.66775
Texas,South,Willacy County,48489,0.05702825868,11745.75,38.5285
Texas,South,Williamson County,48491,0.07890596546,31840,7.3175
Texas,South,Wilson County,48493,0.09148560866,28238.75,11.04425
Texas,South,Winkler County,48495,0.5097912939,23055.25,13.98
Texas,South,Wise County,48497,0.1279015924,26765.5,11.31075
Texas,South,Wood County,48499,0.104559491,24175.25,14.2945
Texas,South,Yoakum County,48501,0.2359841369,22622,11.619
Texas,South,Young County,48503,0.1235233965,26049.75,15.8415
Texas,South,Zapata County,48505,0.2772993777,16330.75,35.6575
Texas,South,Zavala County,48507,0.1023542948,13407.25,34.13075
Utah,West,Beaver County,49001,0.6227517188,20654.75,12.816
Utah,West,Box Elder County,49003,0.09672338513,21868,9.53575
Utah,West,Cache County,49005,0.1298651644,20386.75,15.7385
Utah,West,Carbon County,49007,0.2307326907,21021.5,15.00925
Utah,West,Daggett County,49009,0.8998957736,24127.75,7.559
Utah,West,Davis County,49011,0.07312039854,26453.5,7.6505
Utah,West,Duchesne County,49013,0.2588596224,23522.5,10.3815
Utah,West,Emery County,49015,0.4282010854,20102,11.11925
Utah,West,Garfield County,49017,0.6016895976,20985.25,14.1545
Utah,West,Grand County,49019,0.4207589718,23503.5,16.42425
Utah,West,Iron County,49021,0.06274830826,18466.25,21.54775
Utah,West,Juab County,49023,0.1651722356,18563,14.339
Utah,West,Kane County,49025,0.4192554202,24380.75,8.31875
Utah,West,Millard County,49027,0.3376059162,20631.75,12.25225
Utah,West,Morgan County,49029,0.09271034167,27407.25,4.572
Utah,West,Piute County,49031,1.525314835,17162,22.683
Utah,West,Rich County,49033,0.4418912947,24258,6.953
Utah,West,Salt Lake County,49035,0.1366190717,27185.5,12.33675
Utah,West,San Juan County,49037,0.1483023848,15619.5,27.70625
Utah,West,Sanpete County,49039,0.1658287544,17304.75,16.1585
Utah,West,Sevier County,49041,0.1437708348,19392.75,14.79025
Utah,West,Summit County,49043,0.2729504288,46199.75,8.1615
Utah,West,Tooele County,49045,0.08026209627,22574,7.97275
Utah,West,Uintah County,49047,0.05457463825,24646.25,10.49375
Utah,West,Utah County,49049,0.08049246847,21292.5,13.3815
Utah,West,Wasatch County,49051,0.1584691629,26784.25,9.145
Utah,West,Washington County,49053,0.1177281202,22312.75,15.14425
Utah,West,Wayne County,49055,0.7429639514,20357.5,16.24725
Utah,West,Weber County,49057,0.1302662195,23576.75,12.801
Vermont,Northeast,Addison County,50001,0.3926185848,29433,9.83
Vermont,Northeast,Bennington County,50003,0.3451716907,29584,13.73675
Vermont,Northeast,Caledonia County,50005,0.3095015655,24004.75,13.25875
Vermont,Northeast,Chittenden County,50007,0.2600247552,33949.25,11.34
Vermont,Northeast,Essex County,50009,0.2828876943,21330,15.65875
Vermont,Northeast,Franklin County,50011,0.3280300166,28140.75,9.3765
Vermont,Northeast,Grand Isle County,50013,0.5766426782,34727.75,7.72525
Vermont,Northeast,Lamoille County,50015,0.3768790165,27558.75,12.569
Vermont,Northeast,Orange County,50017,0.2510527166,27839.5,12.94975
Vermont,Northeast,Orleans County,50019,0.4908898596,23221,15.56525
Vermont,Northeast,Rutland County,50021,0.3261856184,26900.75,12.701
Vermont,Northeast,Washington County,50023,0.4379325231,30508.25,10.3385
Vermont,Northeast,Windham County,50025,0.4829384673,28539.5,12.85425
Vermont,Northeast,Windsor County,50027,0.4445904015,32100.75,10.49075
Virginia,South,Accomack County,51001,0.2960448004,23119.25,20.02825
Virginia,South,Albemarle County,51003,0.1868454148,37565.5,9.936
Virginia,South,Alleghany County,51005,0.1603000451,24474.75,15.53525
Virginia,South,Amelia County,51007,0.07850380541,25212,10.26675
Virginia,South,Amherst County,51009,0.2028443377,23089.75,12.42675
Virginia,South,Appomattox County,51011,0.08098197604,23894.25,17.729
Virginia,South,Arlington County,51013,0.1965172808,63299.25,8.63725
Virginia,South,Augusta County,51015,0.1549785052,26879.5,9.4
Virginia,South,Bath County,51017,0.222325312,30334.75,10.45625
Virginia,South,Bedford County,51019,0.08424183193,28832.5,9.33575
Virginia,South,Botetourt County,51023,0.1732095301,32108.5,7.85275
Virginia,South,Brunswick County,51025,0.1189274093,17921.5,22.9065
Virginia,South,Buchanan County,51027,0.3489874892,17972.25,24.99625
Virginia,South,Buckingham County,51029,0.2054608526,17995,20.46475
Virginia,South,Campbell County,51031,0.1944655994,24110.75,13.8425
Virginia,South,Caroline County,51033,0.1008618753,26364.75,12.875
Virginia,South,Carroll County,51035,0.1341401648,20443.75,17.315
Virginia,South,Charles City County,51036,0.1775510208,27936.5,13.3105
Virginia,South,Charlotte County,51037,0.08204974669,18599.5,20.809
